geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
82,8200,4,0.9720617363177204,0.9170231853925445,278557.22298831685,100240.6379189462,4
83,8300,2,0.9720617363177204,0.9162735177044157,278557.22298831685,100158.6910625501,2
84,8400,3,0.9720617363177204,0.9162735177044157,278557.22298831685,100158.6910625501,3
85,8500,4,0.9720617363177204,0.9162735177044157,278557.22298831685,100158.6910625501,4
86,8600,5,0.9720514261297161,0.9162735177044157,278554.26846677595,100158.6910625501,5
87,8700,4,0.9720338694928703,0.9162735177044157,278549.2373789118,100158.6910625501,4
88,8800,5,0.9719797920164931,0.9162735177044157,278533.74075860163,100158.6910625501,5
89,8900,6,0.9719797920164931,0.9162735177044157,278533.74075860163,100158.6910625501,6
90,9000,7,0.9717891663086831,0.9162735177044157,278479.11442591733,100158.6910625501,7
91,9100,6,0.971602547787223,0.9162735177044157,278425.6364057938,100158.6910625501,6
92,9200,6,0.971602547787223,0.9153802815735139,278425.6364057938,100061.05060917868,6
93,9300,2,0.9715542143473397,0.9153036840851183,278411.7858155603,100052.67766809923,2
94,9400,2,0.9715542143473397,0.9153036840851183,278411.7858155603,100052.67766809923,2
95,9500,2,0.9715542143473397,0.9153036840851183,278411.7858155603,100052.67766809923,2
96,9600,2,0.9715542143473397,0.9153036840851183,278411.7858155603,100052.67766809923,2
97,9700,1,0.9715469972248413,0.9152874575738678,278409.71765309083,100050.90393340544,1
98,9800,1,0.9715469972248413,0.9152874575738678,278409.71765309083,100050.90393340544,1
99,9900,1,0.9715469972248413,0.9152874575738678,278409.71765309083,100050.90393340544,1
100,10000,2,0.971537493570427,0.9152874575738678,278406.9942544804,100050.90393340544,2
101,10100,1,0.9714398946702716,0.9148370959577767,278379.02599117137,100001.67449579657,1
102,10200,1,0.9714392847788731,0.9148361638634724,278378.85121867707,100001.57260772094,1
103,10300,1,0.9714392847788731,0.9148361638634724,278378.85121867707,100001.57260772094,1
104,10400,1,0.9714387751807467,0.9148349074309822,278378.7051865542,100001.43526594341,1
105,10500,1,0.9714171649645736,0.914762567281031,278372.51249160443,99993.52769839902,1
106,10600,2,0.9713999420663803,0.9146721522036106,278367.5770409912,99983.64434410387,2
107,10700,3,0.9713999420663803,0.9146721522036106,278367.5770409912,99983.64434410387,3
108,10800,6,0.9713132499346512,0.9146704413093318,278342.7342572799,99983.45732469513,6
109,10900,4,0.9713132499346512,0.9146686820815093,278342.7342572799,99983.26502190281,4
110,11000,3,0.9713132499346512,0.9146435470635378,278342.7342572799,99980.517490242,3
111,11100,6,0.9713132499346512,0.9146043950801188,278342.7342572799,99976.23775134748,6
112,11200,4,0.9713105674053268,0.9145727714849872,278341.96554281324,99972.78094741951,4
113,11300,1,0.9710886372457221,0.9141928909812954,278278.36850298836,99931.25586427047,1
114,11400,2,0.9710886372457221,0.9141928847101376,278278.36850298836,99931.2551787645,2
