geracao,n_eval,n_frente,f1_min,f2_min,W0_min_kgf,Wf_min_kgf,n_viaveis
135,13500,2,0.9699588935572484,0.9175012412091225,277954.62541878683,100292.89463478282,2
136,13600,1,0.9697140879612409,0.9167076906715669,277884.47311832267,100206.15090422878,1
137,13700,1,0.9697140879612409,0.9167076906715669,277884.47311832267,100206.15090422878,1
138,13800,1,0.9697140879612409,0.9167076906715669,277884.47311832267,100206.15090422878,1
139,13900,1,0.9697138440644657,0.9167065752253581,277884.40322645695,100206.02897378983,1
140,14000,1,0.9697138440644657,0.9167065752253581,277884.40322645695,100206.02897378983,1
141,14100,1,0.9695445379441369,0.9160250298668259,277835.8863052042,100131.52863116137,1
142,14200,1,0.9695445379441369,0.9160250298668259,277835.8863052042,100131.52863116137,1
143,14300,2,0.9695445358240774,0.9160250298668259,277835.88569767296,100131.52863116137,2
144,14400,2,0.9695445358240774,0.9160250298668259,277835.88569767296,100131.52863116137,2
145,14500,1,0.9695330107735936,0.9159822515669842,277832.5830411259,100126.85249632256,1
146,14600,1,0.9694774283992845,0.9157449276420305,277816.6551722919,100100.91040237146,1
147,14700,1,0.9694774283992845,0.9157449276420305,277816.6551722919,100100.91040237146,1
148,14800,2,0.9694696835820025,0.9157449276420305,277814.43579186156,100100.91040237146,2
149,14900,2,0.969469683577623,0.9157340965146243,277814.4357906066,100099.7264419898,2
150,15000,2,0.9694301748984697,0.9157239100447547,277803.1140529662,100098.61294970941,2
151,15100,3,0.9694298711904945,0.9157087665043593,277803.0270214053,100096.95759554414,3
152,15200,4,0.9694298711904945,0.9157086814387622,277803.0270214053,100096.94829694639,4
153,15300,3,0.9693798059629496,0.9154786160670513,277788.68016437744,100071.7996420479,3
154,15400,1,0.9693103660977613,0.9151981356862781,277768.78124717,100041.14007668433,1
155,15500,1,0.9693103660977613,0.9151981356862781,277768.78124717,100041.14007668433,1
156,15600,1,0.9693103660977613,0.9151981356862781,277768.78124717,100041.14007668433,1
157,15700,1,0.9692142175519238,0.9148246287496758,277741.2286021864,100000.31169394705,1
158,15800,1,0.9692129742538436,0.9148208631287572,277740.8723185805,99999.9000705017,1
159,15900,1,0.9692129742538436,0.9148208631287572,277740.8723185805,99999.9000705017,1
160,16000,1,0.9692129742538436,0.9148208631287572,277740.8723185805,99999.9000705017,1
161,16100,1,0.9692096078869177,0.9148176572101255,277739.9076413513,99999.54962862206,1
162,16200,2,0.969179838987935,0.9147366057572478,277731.3769672982,99990.68982063669,2
163,16300,3,0.9691727909477734,0.9147365197598197,277729.35725762177,99990.68042017965,3
164,16400,2,0.9691723188390181,0.9147324290128144,277729.22196857695,99990.23325690623,2
165,16500,2,0.9691710789876113,0.9147324290128144,277728.86667266116,99990.23325690623,2
166,16600,3,0.9691710558556162,0.9147324290128144,277728.86004388024,99990.23325690623,3
167,16700,1,0.9691484662480943,0.9146358175362753,277722.38669130945,99979.67256859122,1
168,16800,1,0.9691467582553869,0.914628569083548,277721.8972432758,99978.88023363515,1
169,16900,2,0.9691412804175076,0.9146219832291759,277720.32749595353,99978.16032790755,2
170,17000,3,0.9691412804175076,0.9146219832291759,277720.32749595353,99978.16032790755,3
